logical_path,ext,size_bytes,depth,sha256,kind
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/STORY_SYSTEM/._STORY_BIBLE_VALIDATION_RULES__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_VALIDATION.docx,docx,36650,2,2b55c6b5605996ba2c332b4284464e716b49aa39c97c52423bd3eb241076cd1b,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/STORY_SYSTEM/._CHAPTER_BLUEPRINT_VALIDATION.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_SCHEMA.docx,docx,36641,2,37a0de63beae4c211331dd8c555881db02c76a2faa6b64254705527584bd9cf7,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/STORY_SYSTEM/._STORY_BIBLE_SCHEMA.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/INTEGRITY_LAYER_INTEGRATION_RULES.docx,docx,37175,2,8772573f9cb3fb192b6d2917f2d3e83112c43b5dd4bdb9093374cf35b13eb726,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/STORY_SYSTEM/._INTEGRITY_LAYER_INTEGRATION_RULES.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/PRESSURE_DENSITY_LOCK.docx,docx,36827,2,d147f820de24d61bf5e6b6ea1c49da6f54995a501d4da239c39ea2038fb690da,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/STORY_SYSTEM/._PRESSURE_DENSITY_LOCK.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_SYSTEM_OPERATION_FLOW__1.docx,docx,37599,2,98c64adf9766bdde020b412baced51ae5a7f680ad9c3f5f7ffe1b72b3bad750b,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/STORY_SYSTEM/._STORY_SYSTEM_OPERATION_FLOW__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_VALIDATION__1.docx,docx,37326,2,9ba9eefe08f2280673c61089a0362a2b38b8767cf4d9c3536773b1955e434b11,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/STORY_SYSTEM/._CHAPTER_BLUEPRINT_VALIDATION__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/02_OPERATION_MAP__1.docx,docx,38124,2,900a5db3708d77e7e6d0caf2963695f475719f270e278539de65786c2b5c3380,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._02_OPERATION_MAP__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_04_WORLD_DRIFT_DETECTION.docx,docx,38236,2,08f9f6e7cb7ec7c5d670aa43b3d0d7e66e460ddbe5245e045c9688d05dd651df,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_04_WORLD_DRIFT_DETECTION.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_17_THEME_INTEGRITY.docx,docx,38760,2,53119d0eae4e777a00cc79753d65c9e931d4c443f9ce83ba474491f22f4f4933,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_17_THEME_INTEGRITY.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_08_WORLD_BUILD.docx,docx,38455,2,27b5866f50c5b008df91ab5a547fd407898a59d16475e6c1e82a47fa267f75c1,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_08_WORLD_BUILD.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/NARRATIVEOS_EXECUTION_ENGINE_HARDENED_NEXT3.docx,docx,43972,2,6e424f163bbb3867623f4e6056b21a9a8724e2ea2a5a5768b6c5b77406f122e2,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._NARRATIVEOS_EXECUTION_ENGINE_HARDENED_NEXT3.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_03_LORE_DELIVERY.docx,docx,38182,2,b0e8a4f9e4137d3f7e89e07048552deecc7bfeb227610f129aa6e30a5472be09,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_03_LORE_DELIVERY.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_13_PRESSURE_CURVE__1.docx,docx,36878,2,c65c534a3413a51e942bc68739b349f8742136b4b6fd9df5702f7a75e3fc3f32,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_13_PRESSURE_CURVE__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/00_MASTER_KERNEL.docx,docx,38584,2,48684f708b077dfde4139a4fcbdf37133b6f8708376f42b33b69789b8be3f2f8,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._00_MASTER_KERNEL.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_11_STRUCTURAL_ENFORCEMENT__1.docx,docx,36935,2,1c40558240bf8697f587ea4224bb8637b7b570f90a6bcb134ae56b6009840412,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_11_STRUCTURAL_ENFORCEMENT__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/STRESS_TEST_LIBRARY.docx,docx,38041,2,47778e06de18a566fd8a030ad06bee447ffb26368ca98a10b7dc8d7ce703dfce,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._STRESS_TEST_LIBRARY.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/EXAMPLE_RUNS.docx,docx,37483,2,5cd44c6fceea7adc1ba15e43bfa7ad797bcd167f860927434148170500834b1b,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._EXAMPLE_RUNS.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/02_OPERATION_MAP.docx,docx,38676,2,93b54f072e10f95788f5d1cecd9c9e855308558f3faffccedc1fdba0d7d1c744,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._02_OPERATION_MAP.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_11_STRUCTURAL_ENFORCEMENT.docx,docx,38772,2,e66a17d378ea67964f5737b12f462b3bfcf8579ad520103644286031c5ec9feb,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_11_STRUCTURAL_ENFORCEMENT.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/NARRATIVEOS_EXECUTION_ENGINE_HARDENED_TOP3.docx,docx,43771,2,fab018b4caf39033724a99b760360a06db7915063e443c562d97052be2742a3b,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._NARRATIVEOS_EXECUTION_ENGINE_HARDENED_TOP3.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_INDEX__2.docx,docx,36728,2,ced16ded046d4f987b26a2770f1c692d9cb0f1f1475b6fdc90ccdc054d0461b5,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_INDEX__2.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/01_SHARED_SCHEMAS.docx,docx,37370,2,807704a74489a9a4b2b005f6bfdf66a9feeea2292303f7358943595e69513c1f,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._01_SHARED_SCHEMAS.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/03_EVAL_AND_TRACE_RULES.docx,docx,38021,2,5e5daea1944ac2d4c5c1cf778acc09acc67cec293cc65412b28661d309b3eb11,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._03_EVAL_AND_TRACE_RULES.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_INDEX__1.docx,docx,37878,2,2767baccaf7ae03fafbc8bad2a300bd24d4d4eb4b5f841d4a4721cc6618ade58,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_INDEX__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_16_STORY_MOMENTUM.docx,docx,38755,2,da09a85fb4f0c29be625cac0dd33fd97b41ddaa867fd7fa5c284057649ceadb2,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_16_STORY_MOMENTUM.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_06_CHARACTER_SOCIETY_SYNC.docx,docx,38194,2,8c6e7bfe26061740123f8aabe5655ae5bfb9b4af366f898d81671b379ef47cf1,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_06_CHARACTER_SOCIETY_SYNC.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_12_NARRATIVE_PHYSICS.docx,docx,38761,2,d6ebdb6f07861ef536f8f98637364fe7c0920a6af83e09f6aa5f3255881ea924,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_12_NARRATIVE_PHYSICS.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_14_CONFLICT_ESCALATION.docx,docx,38721,2,17ee2c4d3cb5d9174d3de94f17b15064fee1ecf93e1f4787ec9070e18326445b,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_14_CONFLICT_ESCALATION.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_17_THEME_INTEGRITY__1.docx,docx,36932,2,b83449cdd17e5ccf7431197a5d7a073c0b33cac0d3428acf10855a5344ecb1d5,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_17_THEME_INTEGRITY__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_15_SCENE_PURPOSE.docx,docx,38750,2,ddf55d3df7a4edbdee1ac78b29968217bc6ed8b5f17d741edc9a8cb07659439b,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_15_SCENE_PURPOSE.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_02_AUTHORITY_ARBITRATION.docx,docx,38134,2,ba67c9ef409227f4536898dd88bee23096d67a27292f533c76b32bb9768dfd3d,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_02_AUTHORITY_ARBITRATION.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_07_LORE_AUDIT.docx,docx,38769,2,f90538071ce3af3577dd5138769a5dd2244fce0256b64444ba092d79cd0ac362,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_07_LORE_AUDIT.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_16_STORY_MOMENTUM__1.docx,docx,36870,2,2ed290adcab6f41e5ef19d0cac731568e979a781f2369d690b02a77bd1aa19c6,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_16_STORY_MOMENTUM__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_01_DOCX_MERGE.docx,docx,38234,2,3634352d40ec375673c197101009ee3f0298802f00618d44c5a505d41b2d74d6,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_01_DOCX_MERGE.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_13_PRESSURE_CURVE.docx,docx,38705,2,ec1b8bfb2b59ca9926a9044e44fdc4fa2091b2e7301b427c845c6e0659198abf,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_13_PRESSURE_CURVE.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_05_RIPPLE_SIMULATION.docx,docx,38181,2,167be81432e4be74caa66d2ee67b927a46db29d2ca5579815d42424c693ed96c,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_05_RIPPLE_SIMULATION.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_INDEX.docx,docx,38216,2,0831c3d4a6d690d491b125916dfaa3e9e437bc4d75877c293aece3180783894e,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_INDEX.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_15_SCENE_PURPOSE__1.docx,docx,36900,2,e22ace4706fb90ad95813222660dabc203cdb5fe66c95f1eb9f478817828539e,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_15_SCENE_PURPOSE__1.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_09_SOCIETY_BUILD.docx,docx,38482,2,1a1c4eb0102eedc3cbd8e0ed89e79b11a5551c99b5fa1bdcca7b2086941192ef,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_09_SOCIETY_BUILD.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_10_RECOVERY_ENGINE.docx,docx,38359,2,13b89cf8e460c8e56823769be3466af68ad3e4de31188a074c4135f95c9ad5b5,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/ENGINE/._ENGINE_10_RECOVERY_ENGINE.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/08_-_Templater_Setup_and_Templates.md,md,7736,2,7a256329f4d7a701a5618de910ec61113ade13099cfe0880696920c9dca36ea5,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/BIBLE_DATA/._08_-_Templater_Setup_and_Templates.md,md,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/Hebrew_Name_Etymology_Bank.md,md,15882,2,c5d10ed6c4e2081cb4f93e94cc458ce7fd63d89df7247cec2f77a9adea0adb44,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/BIBLE_DATA/._Hebrew_Name_Etymology_Bank.md,md,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/00_-_Master_Command_Center_UPDATED.md,md,7077,2,8f62e8d43d4ec16e56c724d9aa9433279c8196d2c350e0c20bc68b89f5987b00,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/BIBLE_DATA/._00_-_Master_Command_Center_UPDATED.md,md,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/06_-_Scene_Pressure_Matrix.md,md,19911,2,ac0b8a24a39075fcc58dd30e31c13f3c6a0016139b514ba734be779ae8fafb57,payload
